Date,Production_Line,Machine_ID,Product,Target_Production,Actual_Production,Defective_Units,Downtime_Minutes,Operating_Hours
2025-04-20,Line 3,M302,Product A,806,784,19,168,5.2
2025-04-20,Line 4,M401,Product D,915,936,56,160,5.33
2025-04-20,Line 4,M402,Product B,1197,1158,35,85,6.58
2025-04-21,Line 1,M101,Product D,890,930,18,57,7.05
2025-04-21,Line 1,M102,Product B,1176,1063,58,20,7.67
2025-04-21,Line 2,M201,Product D,942,863,16,51,7.15
2025-04-21,Line 2,M202,Product C,802,681,51,49,7.18
2025-04-21,Line 3,M301,Product A,878,903,15,170,5.17
2025-04-21,Line 3,M302,Product C,1051,1037,80,101,6.32
2025-04-21,Line 4,M401,Product A,1162,982,37,57,7.05
2025-04-21,Line 4,M402,Product A,1058,844,42,147,5.55
2025-04-22,Line 1,M101,Product D,847,724,20,179,5.02
2025-04-22,Line 1,M102,Product C,969,831,21,168,5.2
2025-04-22,Line 2,M201,Product D,1087,1083,11,39,7.35
2025-04-22,Line 2,M202,Product C,1028,845,49,167,5.22
2025-04-22,Line 3,M301,Product B,820,782,27,107,6.22
2025-04-22,Line 3,M302,Product A,997,824,54,82,6.63
2025-04-22,Line 4,M401,Product A,1064,1060,57,141,5.65
2025-04-22,Line 4,M402,Product D,1049,800,49,59,7.02
2025-04-23,Line 1,M101,Product C,1063,823,14,52,7.13
2025-04-23,Line 1,M102,Product A,1120,861,50,171,5.15
2025-04-23,Line 2,M201,Product B,1150,1008,23,62,6.97
2025-04-23,Line 2,M202,Product D,1131,1125,20,49,7.18
2025-04-23,Line 3,M301,Product A,1035,998,13,32,7.47
2025-04-23,Line 3,M302,Product A,827,664,22,152,5.47
2025-04-23,Line 4,M401,Product A,1094,1090,43,114,6.1
2025-04-23,Line 4,M402,Product D,1030,967,64,90,6.5
2025-04-24,Line 1,M101,Product A,999,951,9,174,5.1
2025-04-24,Line 1,M102,Product A,1187,1155,16,28,7.53
2025-04-24,Line 2,M201,Product C,1057,826,58,87,6.55
2025-04-24,Line 2,M202,Product A,944,924,65,107,6.22
2025-04-24,Line 3,M301,Product D,1138,864,18,146,5.57
2025-04-24,Line 3,M302,Product B,869,846,58,149,5.52
2025-04-24,Line 4,M401,Product C,1124,891,55,12,7.8
2025-04-24,Line 4,M402,Product B,863,658,42,162,5.3
2025-04-25,Line 1,M101,Product D,1075,982,19,88,6.53
2025-04-25,Line 1,M102,Product B,1183,1150,55,64,6.93
2025-04-25,Line 2,M201,Product D,1130,1136,29,51,7.15
2025-04-25,Line 2,M202,Product B,913,853,24,59,7.02
2025-04-25,Line 3,M301,Product A,892,848,44,23,7.62
2025-04-25,Line 3,M302,Product D,1130,1033,47,27,7.55
2025-04-25,Line 4,M401,Product C,850,687,43,134,5.77
2025-04-25,Line 4,M402,Product C,982,774,48,70,6.83
2025-04-26,Line 1,M101,Product A,945,884,65,59,7.02
2025-04-26,Line 1,M102,Product C,1048,927,48,159,5.35
2025-04-26,Line 2,M201,Product B,1089,1001,50,119,6.02
2025-04-26,Line 2,M202,Product B,802,676,20,174,5.1
2025-04-26,Line 3,M301,Product D,941,942,26,94,6.43
2025-04-26,Line 3,M302,Product D,1036,915,48,134,5.77
2025-04-26,Line 4,M401,Product A,889,838,13,81,6.65
2025-04-26,Line 4,M402,Product B,1075,869,54,170,5.17
2025-04-27,Line 1,M101,Product A,1172,905,11,139,5.68
2025-04-27,Line 1,M102,Product A,1097,1013,37,19,7.68
2025-04-27,Line 2,M201,Product C,1078,1097,79,130,5.83
2025-04-27,Line 2,M202,Product B,987,856,65,160,5.33
2025-04-27,Line 3,M301,Product C,868,772,39,33,7.45
2025-04-27,Line 3,M302,Product D,986,888,38,167,5.22
2025-04-27,Line 4,M401,Product B,1187,1073,67,50,7.17
2025-04-27,Line 4,M402,Product B,1089,1126,29,133,5.78
2025-04-28,Line 1,M101,Product C,820,668,37,69,6.85
2025-04-28,Line 1,M102,Product A,935,804,10,62,6.97
2025-04-28,Line 2,M201,Product C,998,889,66,21,7.65
2025-04-28,Line 2,M202,Product A,1132,959,75,172,5.13
2025-04-28,Line 3,M301,Product C,1179,977,78,155,5.42
2025-04-28,Line 3,M302,Product B,992,938,55,160,5.33
2025-04-28,Line 4,M401,Product A,1064,878,70,67,6.88
2025-04-28,Line 4,M402,Product D,980,975,53,134,5.77
2025-04-29,Line 1,M101,Product D,1109,833,64,45,7.25
2025-04-29,Line 1,M102,Product D,884,723,39,174,5.1
2025-04-29,Line 2,M201,Product C,908,721,17,102,6.3
2025-04-29,Line 2,M202,Product A,1138,932,51,39,7.35
2025-04-29,Line 3,M301,Product D,1145,1023,36,161,5.32
2025-04-29,Line 3,M302,Product B,1131,1131,13,72,6.8
2025-04-29,Line 4,M401,Product A,865,797,17,44,7.27
2025-04-29,Line 4,M402,Product A,1093,867,18,76,6.73
2025-04-30,Line 1,M101,Product B,1064,1103,87,154,5.43
2025-04-30,Line 1,M102,Product A,1168,1131,47,31,7.48
2025-04-30,Line 2,M201,Product B,1029,958,69,133,5.78
2025-04-30,Line 2,M202,Product B,912,911,27,159,5.35
2025-04-30,Line 3,M301,Product B,1119,1060,43,52,7.13
2025-04-30,Line 3,M302,Product C,1032,958,17,68,6.87
2025-04-30,Line 4,M401,Product D,997,787,8,61,6.98
2025-04-30,Line 4,M402,Product D,876,816,19,131,5.82
2025-05-01,Line 1,M101,Product A,1072,965,24,33,7.45
2025-05-01,Line 1,M102,Product D,1137,897,8,176,5.07
2025-05-01,Line 2,M201,Product D,1067,934,14,145,5.58
2025-05-01,Line 2,M202,Product D,917,945,70,107,6.22
2025-05-01,Line 3,M301,Product C,1101,1091,83,35,7.42
2025-05-01,Line 3,M302,Product D,868,717,56,69,6.85
2025-05-01,Line 4,M401,Product A,945,878,42,114,6.1
2025-05-01,Line 4,M402,Product C,896,673,53,11,7.82
2025-05-02,Line 1,M101,Product A,1066,801,49,62,6.97
2025-05-02,Line 1,M102,Product C,1009,866,17,119,6.02
2025-05-02,Line 2,M201,Product C,933,939,63,154,5.43
2025-05-02,Line 2,M202,Product C,1113,926,59,62,6.97
2025-05-02,Line 3,M301,Product D,1082,1065,71,55,7.08
2025-05-02,Line 3,M302,Product C,1086,995,41,88,6.53
2025-05-02,Line 4,M401,Product C,1196,1150,28,178,5.03
2025-05-02,Line 4,M402,Product A,1182,967,29,35,7.42
2025-05-03,Line 1,M101,Product B,1060,922,52,150,5.5
2025-05-03,Line 1,M102,Product A,882,764,47,11,7.82
2025-05-03,Line 2,M201,Product A,874,779,45,121,5.98
2025-05-03,Line 2,M202,Product A,832,689,29,30,7.5
2025-05-03,Line 3,M301,Product A,1170,1012,61,167,5.22
2025-05-03,Line 3,M302,Product C,1164,1209,19,54,7.1
2025-05-03,Line 4,M401,Product D,1024,771,61,178,5.03
2025-05-03,Line 4,M402,Product C,899,683,44,140,5.67
2025-05-04,Line 1,M101,Product B,1114,892,12,102,6.3
2025-05-04,Line 1,M102,Product B,1135,851,18,32,7.47
2025-05-04,Line 2,M201,Product C,1199,1042,60,113,6.12
2025-05-04,Line 2,M202,Product B,1065,803,53,27,7.55
2025-05-04,Line 3,M301,Product A,1081,903,53,98,6.37
2025-05-04,Line 3,M302,Product C,915,852,20,126,5.9
2025-05-04,Line 4,M401,Product D,1094,822,19,114,6.1
2025-05-04,Line 4,M402,Product A,1086,838,26,97,6.38
2025-05-05,Line 1,M101,Product A,1062,1101,79,157,5.38
2025-05-05,Line 1,M102,Product C,1155,1019,58,154,5.43
2025-05-05,Line 2,M201,Product D,1194,982,52,127,5.88
2025-05-05,Line 2,M202,Product D,1100,1109,72,39,7.35
2025-05-05,Line 3,M301,Product C,834,721,57,66,6.9
2025-05-05,Line 3,M302,Product B,961,839,30,142,5.63
2025-05-05,Line 4,M401,Product A,1158,1157,42,83,6.62
2025-05-05,Line 4,M402,Product A,1004,955,52,29,7.52
2025-05-06,Line 1,M101,Product B,1043,880,21,156,5.4
2025-05-06,Line 1,M102,Product C,893,923,33,137,5.72
2025-05-06,Line 2,M201,Product B,920,892,41,62,6.97
2025-05-06,Line 2,M202,Product B,903,903,54,49,7.18
2025-05-06,Line 3,M301,Product A,861,883,51,179,5.02
2025-05-06,Line 3,M302,Product D,1114,837,62,148,5.53
2025-05-06,Line 4,M401,Product A,1046,900,49,136,5.73
2025-05-06,Line 4,M402,Product C,1051,845,56,140,5.67
2025-05-07,Line 1,M101,Product C,1003,819,44,42,7.3
2025-05-07,Line 1,M102,Product A,1069,1058,71,148,5.53
2025-05-07,Line 2,M201,Product A,1057,902,31,127,5.88
2025-05-07,Line 2,M202,Product A,1157,1047,50,12,7.8
2025-05-07,Line 3,M301,Product A,1145,931,21,93,6.45
2025-05-07,Line 3,M302,Product C,1113,1122,34,150,5.5
2025-05-07,Line 4,M401,Product C,921,765,46,97,6.38
2025-05-07,Line 4,M402,Product C,894,804,21,117,6.05
2025-05-08,Line 1,M101,Product C,986,992,44,125,5.92
2025-05-08,Line 1,M102,Product B,1092,861,44,68,6.87
2025-05-08,Line 2,M201,Product A,1169,971,39,152,5.47
2025-05-08,Line 2,M202,Product D,995,804,59,48,7.2
2025-05-08,Line 3,M301,Product D,804,645,37,44,7.27
2025-05-08,Line 3,M302,Product C,1049,881,43,155,5.42
2025-05-08,Line 4,M401,Product A,1003,782,17,25,7.58
2025-05-08,Line 4,M402,Product B,930,830,48,34,7.43
2025-05-09,Line 1,M101,Product D,1181,1004,56,102,6.3
2025-05-09,Line 1,M102,Product C,976,737,14,99,6.35
2025-05-09,Line 2,M201,Product B,1095,1010,78,54,7.1
2025-05-09,Line 2,M202,Product C,981,831,40,134,5.77
2025-05-09,Line 3,M301,Product D,840,726,25,128,5.87
2025-05-09,Line 3,M302,Product B,885,833,29,117,6.05
2025-05-09,Line 4,M401,Product D,836,646,27,68,6.87
2025-05-09,Line 4,M402,Product C,962,909,43,164,5.27
2025-05-10,Line 1,M101,Product D,938,953,55,160,5.33
2025-05-10,Line 1,M102,Product D,1011,808,62,15,7.75
2025-05-10,Line 2,M201,Product B,1172,961,41,30,7.5
2025-05-10,Line 2,M202,Product B,885,769,13,26,7.57
2025-05-10,Line 3,M301,Product D,1080,827,57,111,6.15
2025-05-10,Line 3,M302,Product A,853,706,16,31,7.48
2025-05-10,Line 4,M401,Product D,958,784,54,82,6.63
2025-05-10,Line 4,M402,Product D,1120,882,41,53,7.12
2025-05-11,Line 1,M101,Product A,817,775,62,93,6.45
2025-05-11,Line 1,M102,Product D,1039,1083,79,79,6.68
2025-05-11,Line 2,M201,Product D,869,904,31,161,5.32
2025-05-11,Line 2,M202,Product D,1123,1094,82,121,5.98
2025-05-11,Line 3,M301,Product C,977,873,22,32,7.47
2025-05-11,Line 3,M302,Product D,957,822,24,49,7.18
2025-05-11,Line 4,M401,Product C,805,603,14,98,6.37
2025-05-11,Line 4,M402,Product C,1040,946,71,132,5.8
2025-05-12,Line 1,M101,Product C,804,787,58,84,6.6
2025-05-12,Line 1,M102,Product B,803,734,19,115,6.08
2025-05-12,Line 2,M201,Product D,1002,826,53,175,5.08
2025-05-12,Line 2,M202,Product D,993,810,13,118,6.03
2025-05-12,Line 3,M301,Product B,1064,1042,44,82,6.63
2025-05-12,Line 3,M302,Product C,1011,815,12,56,7.07
2025-05-12,Line 4,M401,Product B,948,742,36,168,5.2
2025-05-12,Line 4,M402,Product D,939,901,71,58,7.03
2025-05-13,Line 1,M101,Product C,809,643,40,15,7.75
2025-05-13,Line 1,M102,Product B,852,711,15,122,5.97
2025-05-13,Line 2,M201,Product A,919,714,7,136,5.73
2025-05-13,Line 2,M202,Product B,975,854,58,137,5.72
2025-05-13,Line 3,M301,Product C,1037,994,13,94,6.43
2025-05-13,Line 3,M302,Product A,1184,1226,19,78,6.7
2025-05-13,Line 4,M401,Product D,836,763,18,59,7.02
2025-05-13,Line 4,M402,Product C,995,993,24,73,6.78
2025-05-14,Line 1,M101,Product D,1194,1244,43,18,7.7
2025-05-14,Line 1,M102,Product B,1035,1004,22,143,5.62
2025-05-14,Line 2,M201,Product B,1042,903,48,92,6.47
2025-05-14,Line 2,M202,Product B,1122,1086,80,143,5.62
2025-05-14,Line 3,M301,Product A,929,830,27,60,7.0
2025-05-14,Line 3,M302,Product C,826,833,21,38,7.37
2025-05-14,Line 4,M401,Product B,1124,989,10,52,7.13
2025-05-14,Line 4,M402,Product C,1099,863,58,72,6.8
2025-05-15,Line 1,M101,Product A,821,758,51,131,5.82
2025-05-15,Line 1,M102,Product B,990,971,40,50,7.17
2025-05-15,Line 2,M201,Product D,846,808,29,170,5.17
2025-05-15,Line 2,M202,Product A,830,711,16,147,5.55
2025-05-15,Line 3,M301,Product A,864,774,27,152,5.47
2025-05-15,Line 3,M302,Product C,1024,993,11,106,6.23
2025-05-15,Line 4,M401,Product C,1170,924,14,134,5.77
2025-05-15,Line 4,M402,Product D,1086,910,71,58,7.03
2025-05-16,Line 1,M101,Product B,1078,920,68,80,6.67
2025-05-16,Line 1,M102,Product B,835,759,35,85,6.58
2025-05-16,Line 2,M201,Product C,1077,926,9,173,5.12
2025-05-16,Line 2,M202,Product D,1175,946,11,168,5.2
2025-05-16,Line 3,M301,Product C,1197,1120,52,26,7.57
2025-05-16,Line 3,M302,Product D,897,813,39,151,5.48
2025-05-16,Line 4,M401,Product B,1113,929,61,174,5.1
2025-05-16,Line 4,M402,Product C,856,666,48,27,7.55
2025-05-17,Line 1,M101,Product A,866,695,8,61,6.98
2025-05-17,Line 1,M102,Product A,1048,846,10,156,5.4
2025-05-17,Line 2,M201,Product D,1136,1018,42,22,7.63
2025-05-17,Line 2,M202,Product C,913,850,12,13,7.78
2025-05-17,Line 3,M301,Product B,1135,1018,20,129,5.85
2025-05-17,Line 3,M302,Product A,984,902,62,104,6.27
2025-05-17,Line 4,M401,Product A,1115,925,14,28,7.53
2025-05-17,Line 4,M402,Product C,839,867,69,142,5.63
2025-05-18,Line 1,M101,Product A,851,823,42,108,6.2
2025-05-18,Line 1,M102,Product B,898,815,23,155,5.42
2025-05-18,Line 2,M201,Product B,1085,1057,63,37,7.38
2025-05-18,Line 2,M202,Product C,1145,1016,64,36,7.4
2025-05-18,Line 3,M301,Product B,892,816,40,96,6.4
2025-05-18,Line 3,M302,Product B,1073,1126,67,100,6.33
2025-05-18,Line 4,M401,Product C,1081,1132,52,105,6.25
2025-05-18,Line 4,M402,Product D,1191,1119,52,165,5.25
2025-05-19,Line 1,M101,Product B,1088,994,57,150,5.5
2025-05-19,Line 1,M102,Product C,984,1021,67,111,6.15
2025-05-19,Line 2,M201,Product A,1171,890,44,162,5.3
2025-05-19,Line 2,M202,Product A,1065,841,64,87,6.55
2025-05-19,Line 3,M301,Product A,953,996,36,90,6.5
2025-05-19,Line 3,M302,Product A,1195,1190,46,151,5.48
2025-05-19,Line 4,M401,Product B,848,645,28,49,7.18
2025-05-19,Line 4,M402,Product B,935,804,45,73,6.78
2025-05-20,Line 1,M101,Product B,931,924,20,156,5.4
2025-05-20,Line 1,M102,Product D,1091,1118,20,93,6.45
2025-05-20,Line 2,M201,Product D,888,796,51,157,5.38
2025-05-20,Line 2,M202,Product A,1104,1040,14,157,5.38
2025-05-20,Line 3,M301,Product D,840,826,66,95,6.42
2025-05-20,Line 3,M302,Product C,1022,894,23,68,6.87
2025-05-20,Line 4,M401,Product A,1124,1105,59,23,7.62
2025-05-20,Line 4,M402,Product C,1068,814,42,154,5.43
2025-05-21,Line 1,M101,Product B,967,870,22,49,7.18
2025-05-21,Line 1,M102,Product A,1144,1109,61,124,5.93
2025-05-21,Line 2,M201,Product A,913,803,58,110,6.17
2025-05-21,Line 2,M202,Product B,867,737,37,156,5.4
2025-05-21,Line 3,M301,Product A,1080,939,19,112,6.13
2025-05-21,Line 3,M302,Product D,1196,1147,28,133,5.78
2025-05-21,Line 4,M401,Product B,1049,911,34,153,5.45
2025-05-21,Line 4,M402,Product B,924,712,56,120,6.0
2025-05-22,Line 1,M101,Product C,1150,1181,22,38,7.37
2025-05-22,Line 1,M102,Product D,1016,873,20,92,6.47
2025-05-22,Line 2,M201,Product C,1104,1045,49,53,7.12
2025-05-22,Line 2,M202,Product C,1115,1111,67,169,5.18
2025-05-22,Line 3,M301,Product B,1025,782,59,69,6.85
2025-05-22,Line 3,M302,Product B,1150,991,19,38,7.37
2025-05-22,Line 4,M401,Product A,924,956,27,83,6.62
2025-05-22,Line 4,M402,Product A,975,934,23,88,6.53
2025-05-23,Line 1,M101,Product D,1041,787,20,147,5.55
2025-05-23,Line 1,M102,Product B,904,826,56,76,6.73
2025-05-23,Line 2,M201,Product D,1118,1083,28,14,7.77
2025-05-23,Line 2,M202,Product D,1098,1121,78,21,7.65
2025-05-23,Line 3,M301,Product C,887,681,18,168,5.2
2025-05-23,Line 3,M302,Product C,827,735,7,27,7.55
2025-05-23,Line 4,M401,Product D,1138,946,55,37,7.38
2025-05-23,Line 4,M402,Product A,949,958,58,69,6.85
2025-05-24,Line 1,M101,Product D,1060,1105,23,90,6.5
2025-05-24,Line 1,M102,Product D,1105,1004,33,60,7.0
2025-05-24,Line 2,M201,Product D,1087,1117,13,20,7.67
2025-05-24,Line 2,M202,Product B,1071,901,71,110,6.17
2025-05-24,Line 3,M301,Product B,809,690,28,100,6.33
2025-05-24,Line 3,M302,Product C,920,964,73,80,6.67
2025-05-24,Line 4,M401,Product A,1120,926,58,17,7.72
2025-05-24,Line 4,M402,Product C,915,727,32,178,5.03
2025-05-25,Line 1,M101,Product B,844,817,41,166,5.23
2025-05-25,Line 1,M102,Product B,1013,832,17,119,6.02
2025-05-25,Line 2,M201,Product C,1109,941,25,62,6.97
2025-05-25,Line 2,M202,Product B,1097,1000,35,45,7.25
2025-05-25,Line 3,M301,Product C,1152,1107,78,44,7.27
2025-05-25,Line 3,M302,Product D,1194,947,29,91,6.48
2025-05-25,Line 4,M401,Product A,1085,987,24,57,7.05
2025-05-25,Line 4,M402,Product C,874,846,56,91,6.48
2025-05-26,Line 1,M101,Product D,1010,849,55,173,5.12
2025-05-26,Line 1,M102,Product C,877,862,14,43,7.28
2025-05-26,Line 2,M201,Product B,813,795,46,167,5.22
2025-05-26,Line 2,M202,Product C,1110,1021,39,162,5.3
2025-05-26,Line 3,M301,Product B,918,877,30,30,7.5
2025-05-26,Line 3,M302,Product D,868,781,45,130,5.83
2025-05-26,Line 4,M401,Product C,894,899,70,131,5.82
2025-05-26,Line 4,M402,Product B,883,713,9,114,6.1
2025-05-27,Line 1,M101,Product A,938,970,37,61,6.98
2025-05-27,Line 1,M102,Product B,833,669,34,167,5.22
2025-05-27,Line 2,M201,Product D,1152,976,67,73,6.78
2025-05-27,Line 2,M202,Product D,1007,989,57,90,6.5
2025-05-27,Line 3,M301,Product D,1113,1148,84,162,5.3
2025-05-27,Line 3,M302,Product A,1066,834,37,20,7.67
2025-05-27,Line 4,M401,Product B,1065,970,14,152,5.47
2025-05-27,Line 4,M402,Product D,1064,1042,16,58,7.03
2025-05-28,Line 1,M101,Product C,1025,891,46,83,6.62
2025-05-28,Line 1,M102,Product D,885,775,46,23,7.62
2025-05-28,Line 2,M201,Product B,1037,1035,67,33,7.45
2025-05-28,Line 2,M202,Product A,892,877,68,149,5.52
2025-05-28,Line 3,M301,Product B,1001,874,36,16,7.73
2025-05-28,Line 3,M302,Product B,1032,956,34,126,5.9
2025-05-28,Line 4,M401,Product A,928,786,48,51,7.15
2025-05-28,Line 4,M402,Product A,846,663,34,172,5.13
2025-05-29,Line 1,M101,Product C,843,764,31,140,5.67
2025-05-29,Line 1,M102,Product B,993,908,14,53,7.12
2025-05-29,Line 2,M201,Product C,1089,1101,30,51,7.15
2025-05-29,Line 2,M202,Product B,891,873,11,117,6.05
2025-05-29,Line 3,M301,Product C,958,928,66,83,6.62
2025-05-29,Line 3,M302,Product B,860,876,69,61,6.98
2025-05-29,Line 4,M401,Product A,1118,1095,11,127,5.88
2025-05-29,Line 4,M402,Product D,1055,963,9,165,5.25
2025-05-30,Line 1,M101,Product D,921,750,49,131,5.82
2025-05-30,Line 1,M102,Product D,1009,890,8,72,6.8
2025-05-30,Line 2,M201,Product C,1117,1048,36,22,7.63
2025-05-30,Line 2,M202,Product B,875,670,28,19,7.68
2025-05-30,Line 3,M301,Product B,816,775,60,164,5.27
2025-05-30,Line 3,M302,Product C,969,994,15,37,7.38
2025-05-30,Line 4,M401,Product D,891,711,25,166,5.23
2025-05-30,Line 4,M402,Product B,1033,1006,56,19,7.68
2025-05-31,Line 1,M101,Product A,1193,1001,57,107,6.22
2025-05-31,Line 1,M102,Product A,1188,1043,80,26,7.57
2025-05-31,Line 2,M201,Product C,1041,822,52,80,6.67
2025-05-31,Line 2,M202,Product C,1069,934,35,63,6.95
2025-05-31,Line 3,M301,Product A,855,787,47,145,5.58
2025-05-31,Line 3,M302,Product A,1047,1012,46,119,6.02
2025-05-31,Line 4,M401,Product C,932,845,47,100,6.33
2025-05-31,Line 4,M402,Product B,1114,1023,76,171,5.15
2025-06-01,Line 1,M101,Product D,1052,1043,39,84,6.6
2025-06-01,Line 1,M102,Product B,800,628,35,170,5.17
2025-06-01,Line 2,M201,Product A,1177,1182,89,116,6.07
2025-06-01,Line 2,M202,Product D,823,699,41,173,5.12
2025-06-01,Line 3,M301,Product B,805,758,51,82,6.63
2025-06-01,Line 3,M302,Product C,834,702,39,150,5.5
2025-06-01,Line 4,M401,Product C,1192,896,50,97,6.38
2025-06-01,Line 4,M402,Product D,1170,1077,13,54,7.1
2025-06-02,Line 1,M101,Product B,969,969,70,131,5.82
2025-06-02,Line 1,M102,Product A,1130,893,27,170,5.17
2025-06-02,Line 2,M201,Product D,1074,1094,69,115,6.08
2025-06-02,Line 2,M202,Product A,1066,895,48,152,5.47
2025-06-02,Line 3,M301,Product A,906,836,29,100,6.33
2025-06-02,Line 3,M302,Product A,876,730,8,96,6.4
2025-06-02,Line 4,M401,Product D,1120,1019,31,156,5.4
2025-06-02,Line 4,M402,Product D,895,831,63,88,6.53
2025-06-03,Line 1,M101,Product C,1163,883,34,32,7.47
2025-06-03,Line 1,M102,Product D,921,793,60,87,6.55
2025-06-03,Line 2,M201,Product B,1068,897,22,105,6.25
2025-06-03,Line 2,M202,Product A,1198,971,20,123,5.95
2025-06-03,Line 3,M301,Product A,1047,1069,29,58,7.03
2025-06-03,Line 3,M302,Product C,1047,1015,77,89,6.52
2025-06-03,Line 4,M401,Product C,873,856,14,142,5.63
2025-06-03,Line 4,M402,Product B,905,875,37,109,6.18
2025-06-04,Line 1,M101,Product A,802,676,8,162,5.3
2025-06-04,Line 1,M102,Product A,970,863,10,36,7.4
2025-06-04,Line 2,M201,Product C,811,748,26,173,5.12
2025-06-04,Line 2,M202,Product B,964,781,25,80,6.67
2025-06-04,Line 3,M301,Product C,1195,1054,25,79,6.68
2025-06-04,Line 3,M302,Product B,880,732,7,169,5.18
2025-06-04,Line 4,M401,Product A,905,826,43,91,6.48
2025-06-04,Line 4,M402,Product C,872,900,45,156,5.4
2025-06-05,Line 1,M101,Product B,887,684,45,96,6.4
2025-06-05,Line 1,M102,Product D,825,650,36,22,7.63
2025-06-05,Line 2,M201,Product A,996,763,34,110,6.17
2025-06-05,Line 2,M202,Product B,1160,1077,85,171,5.15
2025-06-05,Line 3,M301,Product D,1115,955,51,60,7.0
2025-06-05,Line 3,M302,Product A,1186,1161,83,43,7.28
2025-06-05,Line 4,M401,Product A,1157,1030,68,89,6.52
2025-06-05,Line 4,M402,Product D,1040,852,22,46,7.23
2025-06-06,Line 1,M101,Product C,986,855,52,180,5.0
2025-06-06,Line 1,M102,Product C,966,855,9,26,7.57
2025-06-06,Line 2,M201,Product D,857,733,36,53,7.12
2025-06-06,Line 2,M202,Product C,1193,1019,26,140,5.67
2025-06-06,Line 3,M301,Product A,1007,1002,23,93,6.45
2025-06-06,Line 3,M302,Product A,954,867,33,161,5.32
2025-06-06,Line 4,M401,Product D,922,863,43,50,7.17
2025-06-06,Line 4,M402,Product D,996,766,20,161,5.32
2025-06-07,Line 1,M101,Product D,1022,940,52,149,5.52
2025-06-07,Line 1,M102,Product B,888,842,12,156,5.4
2025-06-07,Line 2,M201,Product D,858,795,36,93,6.45
2025-06-07,Line 2,M202,Product A,1027,824,33,27,7.55
2025-06-07,Line 3,M301,Product A,1150,1143,59,93,6.45
2025-06-07,Line 3,M302,Product D,1130,1071,21,65,6.92
2025-06-07,Line 4,M401,Product B,1097,1120,11,47,7.22
2025-06-07,Line 4,M402,Product B,1031,937,58,167,5.22
2025-06-08,Line 1,M101,Product D,900,730,27,86,6.57
2025-06-08,Line 1,M102,Product C,1022,986,53,32,7.47
2025-06-08,Line 2,M201,Product A,1113,1164,62,42,7.3
2025-06-08,Line 2,M202,Product C,831,715,42,23,7.62
2025-06-08,Line 3,M301,Product A,1160,1064,55,38,7.37
2025-06-08,Line 3,M302,Product C,815,668,50,161,5.32
2025-06-08,Line 4,M401,Product D,1120,946,57,113,6.12
2025-06-08,Line 4,M402,Product D,1022,933,31,131,5.82
2025-06-09,Line 1,M101,Product B,896,821,61,102,6.3
2025-06-09,Line 1,M102,Product D,878,734,49,42,7.3
2025-06-09,Line 2,M201,Product B,805,621,7,46,7.23
2025-06-09,Line 2,M202,Product D,1136,1000,27,31,7.48
2025-06-09,Line 3,M301,Product B,1128,1118,69,164,5.27
2025-06-09,Line 3,M302,Product D,1119,899,62,151,5.48
2025-06-09,Line 4,M401,Product D,996,853,19,118,6.03
2025-06-09,Line 4,M402,Product A,1095,984,39,138,5.7
2025-06-10,Line 1,M101,Product C,1010,1038,83,103,6.28
2025-06-10,Line 1,M102,Product A,819,753,52,104,6.27
2025-06-10,Line 2,M201,Product A,1097,981,19,46,7.23
2025-06-10,Line 2,M202,Product C,1038,939,75,166,5.23
2025-06-10,Line 3,M301,Product A,925,824,55,179,5.02
2025-06-10,Line 3,M302,Product A,1150,1081,84,89,6.52
2025-06-10,Line 4,M401,Product A,975,887,8,130,5.83
2025-06-10,Line 4,M402,Product D,1062,1085,83,94,6.43
2025-06-11,Line 1,M101,Product D,980,1017,47,84,6.6
2025-06-11,Line 1,M102,Product B,818,784,45,87,6.55
2025-06-11,Line 2,M201,Product C,831,780,44,53,7.12
2025-06-11,Line 2,M202,Product A,1136,1189,90,16,7.73
2025-06-11,Line 3,M301,Product C,1048,811,40,29,7.52
2025-06-11,Line 3,M302,Product C,929,733,24,80,6.67
2025-06-11,Line 4,M401,Product C,807,784,45,54,7.1
2025-06-11,Line 4,M402,Product B,1137,1005,32,76,6.73
2025-06-12,Line 1,M101,Product B,1048,842,41,18,7.7
2025-06-12,Line 1,M102,Product C,843,876,46,49,7.18
2025-06-12,Line 2,M201,Product D,1185,1241,61,70,6.83
2025-06-12,Line 2,M202,Product D,1171,1102,37,157,5.38
2025-06-12,Line 3,M301,Product C,827,779,55,39,7.35
2025-06-12,Line 3,M302,Product A,885,786,37,87,6.55
2025-06-12,Line 4,M401,Product D,1182,1222,80,69,6.85
2025-06-12,Line 4,M402,Product D,1149,1104,71,77,6.72
2025-06-13,Line 1,M101,Product B,1071,1082,11,83,6.62
2025-06-13,Line 1,M102,Product D,995,948,14,34,7.43
2025-06-13,Line 2,M201,Product C,1021,952,43,95,6.42
2025-06-13,Line 2,M202,Product C,936,927,41,177,5.05
2025-06-13,Line 3,M301,Product D,1036,1017,40,160,5.33
2025-06-13,Line 3,M302,Product B,1066,907,32,90,6.5
2025-06-13,Line 4,M401,Product A,1144,860,12,13,7.78
2025-06-13,Line 4,M402,Product D,850,771,50,124,5.93
2025-06-14,Line 1,M101,Product C,912,882,24,59,7.02
2025-06-14,Line 1,M102,Product A,812,759,10,162,5.3
2025-06-14,Line 2,M201,Product B,1106,1041,25,32,7.47
